model,checkpoint,task,success,error,cached,predictions_file,num_predictions,accuracy,correct,total
allenai/OLMo-2-0425-1B,stage1-step1000000-tokens2098B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step1000000-tokens2098B/allenai_OLMo-2-0425-1B_stage1-step1000000-tokens2098B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
allenai/OLMo-2-0425-1B,stage1-step1100000-tokens2307B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step1100000-tokens2307B/allenai_OLMo-2-0425-1B_stage1-step1100000-tokens2307B_logical_ops_negation_detailed.jsonl,20,0.95,19,20
allenai/OLMo-2-0425-1B,stage1-step1200000-tokens2517B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step1200000-tokens2517B/allenai_OLMo-2-0425-1B_stage1-step1200000-tokens2517B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
allenai/OLMo-2-0425-1B,stage1-step1300000-tokens2727B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step1300000-tokens2727B/allenai_OLMo-2-0425-1B_stage1-step1300000-tokens2727B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
allenai/OLMo-2-0425-1B,stage1-step1400000-tokens2937B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step1400000-tokens2937B/allenai_OLMo-2-0425-1B_stage1-step1400000-tokens2937B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
allenai/OLMo-2-0425-1B,stage1-step1500000-tokens3146B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step1500000-tokens3146B/allenai_OLMo-2-0425-1B_stage1-step1500000-tokens3146B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
allenai/OLMo-2-0425-1B,stage1-step1600000-tokens3356B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step1600000-tokens3356B/allenai_OLMo-2-0425-1B_stage1-step1600000-tokens3356B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
allenai/OLMo-2-0425-1B,stage1-step1700000-tokens3566B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step1700000-tokens3566B/allenai_OLMo-2-0425-1B_stage1-step1700000-tokens3566B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
allenai/OLMo-2-0425-1B,stage1-step1800000-tokens3775B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step1800000-tokens3775B/allenai_OLMo-2-0425-1B_stage1-step1800000-tokens3775B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
allenai/OLMo-2-0425-1B,stage1-step1900000-tokens3985B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step1900000-tokens3985B/allenai_OLMo-2-0425-1B_stage1-step1900000-tokens3985B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
allenai/OLMo-2-0425-1B,stage1-step1907359-tokens4001B,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_stage1-step1907359-tokens4001B/allenai_OLMo-2-0425-1B_stage1-step1907359-tokens4001B_logical_ops_negation_detailed.jsonl,20,1.0,20,20
allenai/OLMo-2-0425-1B,main,logical_ops_negation,True,,True,results/olmo2_continuous_1b_early_revised/OLMo-2-0425-1B_main/allenai_OLMo-2-0425-1B_main_logical_ops_negation_detailed.jsonl,20,1.0,20,20
